id,name,age,department,salary,working_hours
1,Grace,31,Sales,38692.86,46.6
2,Jack,35,Engineering,44587.51,51.0
3,Bob,38,HR,31027.59,42.8
4,Eve,49,Sales,48546.82,30.9
5,Hank,48,HR,66987.22,45.9
6,Ivy,58,Finance,99364.5,54.5
7,Frank,38,Engineering,116718.65,26.9
8,Alice,58,Marketing,72843.24,28.3
9,Alice,32,Marketing,35060.08,50.2
10,Bob,23,Marketing,53400.5,24.3
11,Bob,39,Marketing,91138.87,57.2
12,Grace,48,Engineering,63576.55,39.4
13,Jack,26,Marketing,103867.91,50.1
14,Alice,56,Marketing,55917.76,55.3
15,Grace,56,Finance,77967.64,30.1
16,Eve,23,Operations,69332.66,33.9
17,Charlie,34,Sales,89730.81,57.4
