id,name,age,department,salary,working_hours
1,Ivy,30,Engineering,53264.77,56.6
2,Diana,28,Marketing,32662.44,45.3
3,Alice,60,HR,48745.27,53.4
4,Eve,46,Marketing,31775.33,50.6
5,Frank,45,Marketing,102705.44,25.1
6,Eve,54,Finance,113926.42,25.4
7,Alice,24,Operations,116097.11,51.1
8,Jack,42,Engineering,85108.62,31.4
9,Jack,41,Finance,43216.14,30.4
10,Eve,51,Engineering,51253.82,52.4
11,Grace,48,Sales,46446.46,46.8
12,Jack,34,Sales,85359.45,57.0
13,Ivy,51,Sales,98977.45,47.3
14,Hank,39,Sales,46880.58,59.7
15,Hank,48,Sales,102527.19,42.5
16,Frank,44,Finance,50766.36,50.9
17,Ivy,26,Operations,55686.09,20.8
18,Ivy,57,HR,95111.24,56.8
19,Ivy,34,Operations,60531.91,55.0
20,Eve,35,Sales,112393.74,52.6
