id,name,age,department,salary,working_hours
1,Hank,26,Operations,86181.99,46.8
2,Charlie,34,Operations,100232.54,34.4
3,Charlie,28,HR,40209.66,38.7
4,Grace,45,Marketing,103277.58,52.9
5,Grace,27,HR,105973.23,54.3
6,Grace,53,Finance,104089.94,35.0
7,Diana,27,Engineering,116842.99,36.4
8,Charlie,54,Finance,99928.41,50.5
9,Hank,53,Sales,77272.23,27.0
10,Frank,41,Sales,43857.68,33.9
11,Bob,41,Sales,78269.88,40.4
12,Bob,58,Operations,96904.58,40.7
13,Grace,33,HR,81548.37,48.4
14,Alice,55,Engineering,58165.59,52.1
15,Bob,60,Operations,86827.52,24.4
16,Grace,54,Operations,116661.09,27.3
17,Frank,30,HR,93514.87,56.5
