id,name,age,department,salary,working_hours
1,Charlie,26,HR,48072.66,53.6
2,Grace,22,Finance,63654.14,41.7
3,Alice,26,HR,34479.2,45.0
4,Jack,28,HR,114870.64,48.1
5,Bob,48,Operations,78992.97,52.5
6,Bob,47,Engineering,109737.36,23.0
7,Alice,23,Operations,115555.65,54.7
8,Alice,23,Operations,107202.55,58.6
9,Hank,54,Operations,55234.36,30.6
10,Alice,48,Marketing,99617.0,22.1
11,Grace,48,Operations,95259.84,38.8
12,Grace,29,Finance,74000.34,45.8
13,Diana,60,Engineering,76995.37,34.4
14,Grace,27,Sales,50686.39,30.3
15,Ivy,51,Operations,113605.68,31.5
