id,name,age,department,salary,working_hours
1,Diana,31,Finance,62991.66,32.3
2,Bob,27,Operations,76838.58,41.6
3,Eve,23,Finance,96320.99,30.2
4,Grace,25,Finance,63725.77,40.1
5,Ivy,44,Engineering,38062.97,59.5
6,Eve,53,Finance,68047.47,32.1
7,Hank,28,HR,43677.43,31.5
8,Grace,42,Marketing,64183.5,53.3
9,Alice,58,Marketing,33279.22,43.1
10,Eve,33,Finance,95093.0,33.9
11,Ivy,28,Marketing,52842.15,45.0
12,Grace,24,HR,60497.64,48.1
13,Eve,57,Sales,101179.5,33.4
14,Eve,60,Finance,78305.03,21.0
15,Charlie,54,Engineering,101024.55,35.7
16,Ivy,33,Marketing,69844.47,58.4
17,Bob,33,Sales,110414.55,46.8
18,Eve,40,HR,92795.16,53.5
19,Ivy,31,Finance,83759.65,31.3
20,Frank,25,Operations,100324.21,37.4
