id,name,age,department,salary,working_hours
1,Bob,50,HR,115110.93,44.8
2,Charlie,37,Finance,103393.18,36.2
3,Hank,57,Operations,93953.9,29.3
4,Ivy,36,Finance,108662.5,55.1
5,Charlie,25,Finance,42732.85,59.9
6,Grace,37,Engineering,108111.83,39.6
7,Diana,24,Operations,38423.99,57.2
8,Bob,25,HR,42433.29,27.2
9,Frank,33,Sales,54922.64,44.2
10,Hank,30,Sales,105701.87,33.0
11,Charlie,22,Finance,106517.97,28.0
12,Hank,52,Finance,105582.85,34.5
13,Grace,30,HR,84185.37,25.7
14,Alice,59,Operations,92689.51,43.6
15,Hank,60,Marketing,44459.61,49.8
16,Eve,27,Engineering,93666.17,37.6
17,Charlie,32,Marketing,92385.84,45.1
18,Ivy,34,Marketing,71209.52,20.5
