id,name,age,department,salary,working_hours
1,Charlie,38,Operations,35353.9,52.4
2,Bob,39,Engineering,105398.13,27.3
3,Diana,23,Marketing,51731.97,24.3
4,Charlie,33,Marketing,44900.93,44.8
5,Charlie,22,Operations,51327.26,44.3
6,Jack,34,Operations,106563.96,39.6
7,Frank,50,Sales,98064.21,43.7
8,Jack,50,Finance,65487.16,55.5
9,Diana,24,HR,38448.08,59.0
10,Alice,54,Operations,68667.99,26.8
11,Jack,45,Engineering,108588.45,51.2
12,Hank,37,Marketing,47713.84,49.4
13,Jack,44,HR,77216.46,44.7
14,Alice,54,Marketing,69684.89,24.8
15,Eve,25,Operations,78082.78,49.9
16,Eve,29,Finance,96482.31,57.7
17,Bob,49,Operations,45653.17,37.0
18,Charlie,51,Finance,84250.76,23.1
