id,name,age,department,salary,working_hours
1,Charlie,55,Marketing,75217.35,48.2
2,Diana,24,HR,87060.64,43.1
3,Grace,30,Engineering,44574.4,42.0
4,Hank,43,Engineering,43674.43,29.5
5,Charlie,31,Marketing,59050.07,22.8
6,Grace,23,Marketing,101508.96,23.2
7,Alice,24,Operations,69655.68,35.4
8,Grace,35,HR,111182.36,37.0
9,Jack,45,Operations,96127.56,50.9
10,Bob,56,Operations,65635.17,41.1
11,Hank,41,Finance,40624.15,35.5
12,Diana,24,Sales,56851.37,48.8
13,Jack,26,Marketing,116673.51,39.4
14,Grace,59,Engineering,30247.41,56.0
15,Ivy,50,HR,101990.04,29.5
