id,name,age,department,salary,working_hours
1,Alice,57,Marketing,30540.95,25.0
2,Eve,37,Marketing,62715.76,57.7
3,Grace,55,Finance,56875.96,37.8
4,Hank,36,Marketing,68048.65,57.3
5,Hank,48,Finance,92531.51,47.5
6,Eve,56,Finance,72707.15,59.6
7,Charlie,42,Operations,46449.23,44.5
8,Bob,50,Finance,80477.51,40.3
9,Ivy,43,Finance,72317.53,48.0
10,Jack,28,Engineering,86376.33,39.1
11,Charlie,27,Operations,106088.82,27.9
12,Grace,26,HR,83750.55,48.7
13,Eve,26,Finance,117436.75,31.0
14,Alice,52,Sales,60117.27,48.9
15,Hank,55,Sales,34043.84,40.5
16,Charlie,58,Sales,113882.73,49.7
17,Bob,43,Marketing,92155.14,55.7
18,Ivy,24,Marketing,46743.64,56.8
19,Bob,25,Marketing,105831.3,41.3
