id,name,age,department,salary,working_hours
1,Bob,43,HR,55454.22,31.8
2,Charlie,36,Operations,93411.98,42.8
3,Charlie,24,HR,64818.95,39.6
4,Charlie,36,Sales,34461.14,33.1
5,Grace,34,Sales,86424.78,26.9
6,Bob,44,Sales,30313.08,47.7
7,Frank,59,Operations,67032.3,23.0
8,Eve,37,Marketing,38954.16,34.1
9,Charlie,45,HR,117539.42,30.2
10,Eve,56,Marketing,45466.08,43.1
11,Bob,37,Engineering,42311.92,51.8
12,Bob,33,HR,46595.36,52.9
13,Diana,33,Operations,47248.29,29.7
14,Diana,26,Finance,67914.93,45.2
15,Alice,52,Marketing,46854.77,22.1
16,Eve,32,Engineering,40099.11,57.6
17,Ivy,26,Operations,101547.51,43.0
18,Hank,55,Marketing,31875.72,35.0
19,Eve,22,Operations,60774.84,40.1
20,Grace,50,Marketing,35406.19,41.3
