id,name,age,department,salary,working_hours
1,Charlie,30,HR,75511.39,29.0
2,Diana,25,HR,111781.09,22.8
3,Grace,47,Marketing,53992.49,27.4
4,Grace,59,Marketing,77385.54,44.3
5,Alice,24,Marketing,35094.36,49.4
6,Bob,57,HR,104836.6,57.1
7,Eve,44,HR,76994.51,52.9
8,Charlie,36,Engineering,67786.13,52.1
9,Eve,50,Finance,48993.67,47.1
10,Bob,46,Operations,47256.85,21.8
11,Charlie,53,Finance,52256.89,52.4
12,Grace,34,Operations,58252.7,23.1
13,Charlie,59,HR,39855.12,32.3
14,Alice,37,HR,59899.88,33.8
15,Frank,28,Operations,41266.52,29.0
16,Grace,51,Marketing,76098.48,36.0
17,Alice,29,Finance,81143.25,54.0
18,Diana,40,Marketing,34791.15,38.1
19,Charlie,44,Operations,41669.66,57.6
20,Eve,58,Finance,114858.6,29.9
