id,name,age,department,salary,working_hours
1,Jack,53,Engineering,117145.95,43.6
2,Hank,27,Operations,38566.01,44.2
3,Diana,50,Operations,47309.9,51.8
4,Alice,49,HR,54530.87,21.9
5,Jack,30,Engineering,87605.19,49.3
6,Ivy,28,Marketing,119691.63,59.4
7,Ivy,24,HR,45904.48,50.6
8,Diana,32,Engineering,115802.98,53.5
9,Charlie,41,Engineering,63169.12,48.7
10,Jack,28,Engineering,46901.97,47.7
11,Grace,23,Finance,81516.09,29.2
12,Bob,45,Finance,58943.95,29.9
13,Hank,25,Sales,88284.41,22.6
