id,name,age,department,salary,working_hours
1,Frank,57,Operations,31366.26,33.5
2,Eve,35,HR,80869.03,47.1
3,Eve,45,Engineering,64357.36,46.7
4,Eve,42,Marketing,76737.86,46.2
5,Jack,56,Operations,40626.88,36.0
6,Frank,43,Marketing,69564.53,54.8
7,Hank,46,Engineering,32372.83,26.8
8,Diana,36,Sales,113085.86,37.0
9,Hank,56,HR,108400.53,32.1
10,Jack,43,Marketing,50223.51,56.9
11,Alice,27,Engineering,49247.69,35.4
12,Diana,58,HR,60201.52,27.3
13,Grace,33,Operations,91693.5,58.3
14,Frank,45,Engineering,56406.38,55.9
15,Eve,56,HR,115403.24,47.1
16,Grace,22,Finance,103557.13,29.4
17,Charlie,35,HR,69631.45,55.3
