id,name,age,department,salary,working_hours
1,Eve,59,Marketing,97798.81,30.3
2,Diana,59,Operations,84239.76,35.2
3,Diana,32,Engineering,87951.11,22.6
4,Bob,26,Sales,31980.68,45.9
5,Frank,44,HR,35192.47,43.3
6,Charlie,22,Finance,63329.65,24.2
7,Frank,27,Engineering,57456.75,26.3
8,Grace,36,Marketing,65777.07,25.2
9,Diana,60,Sales,86538.17,37.9
10,Jack,53,Marketing,72342.26,32.2
11,Jack,40,Engineering,82849.47,25.4
12,Grace,48,Engineering,72053.17,23.4
13,Eve,40,Marketing,40601.47,27.0
14,Charlie,27,Finance,88061.67,48.7
15,Frank,44,HR,53529.25,57.2
16,Ivy,47,HR,44048.19,38.1
17,Diana,39,Finance,75045.35,21.6
18,Grace,44,Marketing,30480.11,38.5
19,Jack,52,Operations,46981.88,48.5
