id,name,age,department,salary,working_hours
1,Frank,43,Marketing,40165.32,36.0
2,Alice,48,Finance,51218.0,35.5
3,Frank,60,HR,107855.53,27.9
4,Hank,46,Marketing,82073.85,54.4
5,Charlie,45,Engineering,106249.24,46.2
6,Eve,27,Finance,118594.5,20.3
7,Ivy,43,Sales,109832.75,44.9
8,Eve,31,Engineering,41283.89,22.7
9,Frank,22,Operations,104702.57,41.2
10,Eve,41,Operations,112537.21,41.2
11,Grace,32,Engineering,103913.16,29.4
12,Grace,29,Engineering,86561.01,32.6
13,Jack,30,Sales,32887.79,54.5
