id,name,age,department,salary,working_hours
1,Jack,44,Engineering,64043.35,27.8
2,Charlie,31,Operations,105346.95,21.0
3,Jack,56,Sales,118260.63,53.9
4,Charlie,36,Finance,98718.03,55.5
5,Diana,22,Operations,45955.93,45.3
6,Ivy,23,Sales,37028.07,41.4
7,Jack,50,Marketing,39358.78,40.3
8,Charlie,55,HR,30568.16,32.8
9,Bob,57,Operations,113853.82,46.3
10,Diana,29,Operations,60374.42,27.1
11,Alice,53,Sales,92672.19,39.7
12,Alice,41,Operations,108552.37,33.4
13,Grace,31,Engineering,101422.99,22.5
14,Frank,52,Sales,96311.66,50.8
15,Alice,55,Sales,40845.17,29.9
16,Grace,40,Marketing,34608.26,25.9
17,Hank,24,HR,59421.8,21.6
18,Eve,25,Marketing,108635.87,59.4
19,Charlie,51,Marketing,66722.15,49.7
20,Alice,31,Sales,72291.25,47.5
