id,name,age,department,salary,working_hours
1,Eve,47,Operations,32735.21,20.6
2,Alice,59,Finance,36073.97,56.6
3,Ivy,38,Engineering,95729.07,28.9
4,Alice,33,Operations,111611.92,44.4
5,Frank,57,Operations,49639.56,48.7
6,Hank,36,Finance,111525.6,26.7
7,Diana,22,Operations,81953.55,52.5
8,Alice,56,Operations,56304.02,23.1
9,Eve,38,HR,101096.72,38.6
10,Eve,30,Marketing,105972.64,20.3
11,Bob,26,Finance,67056.82,20.2
12,Jack,22,Operations,30985.93,53.1
13,Hank,44,HR,42675.15,59.8
14,Hank,28,Marketing,109878.48,34.1
15,Diana,23,Operations,60575.39,44.2
16,Hank,25,Marketing,59289.03,21.5
17,Charlie,30,HR,42340.51,27.1
18,Hank,57,Sales,118911.5,53.9
19,Eve,58,Engineering,100434.58,47.5
20,Hank,55,Engineering,84460.43,26.2
