id,name,age,department,salary,working_hours
1,Alice,30,Engineering,67262.7,50.6
2,Charlie,58,Finance,52748.68,51.9
3,Diana,55,Sales,38987.67,21.4
4,Diana,52,Marketing,96861.67,20.3
5,Diana,43,Operations,32628.89,28.2
6,Ivy,34,HR,45286.93,57.9
7,Eve,53,Marketing,74904.26,30.1
8,Diana,50,Marketing,83427.54,48.8
9,Diana,28,Operations,82710.1,37.4
10,Charlie,34,Marketing,63216.84,53.2
11,Charlie,55,Operations,115890.0,57.3
12,Ivy,54,Finance,56757.7,20.9
13,Diana,60,Sales,89640.59,32.2
