id,name,age,department,salary,working_hours
1,Hank,24,Marketing,40954.09,49.5
2,Grace,59,HR,74941.0,46.7
3,Alice,48,Engineering,39517.61,33.0
4,Hank,57,HR,81626.5,35.1
5,Charlie,23,HR,99921.24,41.4
6,Diana,32,HR,40103.75,38.6
7,Alice,31,Operations,35246.04,32.8
8,Ivy,41,Sales,68425.65,53.0
9,Bob,45,Finance,81297.77,58.9
10,Charlie,42,Marketing,100889.66,30.2
11,Frank,55,Operations,49060.24,44.0
12,Bob,53,HR,66562.35,45.3
13,Eve,44,Finance,79711.1,58.1
14,Ivy,52,HR,83934.19,33.6
15,Alice,37,Operations,41911.32,55.7
16,Bob,30,Marketing,42820.82,56.7
