id,name,age,department,salary,working_hours
1,Eve,51,Engineering,63228.6,24.4
2,Grace,43,Operations,114565.52,32.1
3,Charlie,60,Operations,54470.86,34.2
4,Bob,43,Operations,84034.84,28.7
5,Hank,58,Finance,31599.06,44.1
6,Frank,38,Operations,35285.47,44.7
7,Bob,29,HR,83305.92,39.0
8,Eve,49,Sales,82537.89,41.4
9,Bob,53,Sales,68009.13,38.7
10,Bob,36,Finance,30923.46,59.1
11,Ivy,57,Operations,31548.27,34.0
12,Diana,51,Marketing,74814.43,28.8
13,Grace,33,Operations,74238.22,33.9
14,Jack,43,Finance,86951.0,53.8
15,Frank,35,Operations,75829.97,47.0
16,Diana,43,Sales,92272.73,20.2
17,Jack,49,Operations,49545.28,30.5
18,Ivy,44,Operations,48932.41,25.2
19,Frank,22,Operations,50979.86,26.6
