id,name,age,department,salary,working_hours
1,Bob,34,Engineering,112234.24,24.4
2,Alice,27,Engineering,38838.97,36.2
3,Jack,60,HR,76519.7,36.6
4,Bob,49,Finance,87367.69,44.0
5,Frank,23,Sales,114189.95,49.2
6,Jack,44,Marketing,103439.39,41.1
7,Charlie,44,Operations,99654.25,23.6
8,Hank,58,HR,61129.08,34.5
9,Jack,36,Operations,44845.32,24.5
10,Grace,38,Engineering,35501.7,49.9
11,Bob,52,Engineering,87957.01,51.6
12,Charlie,55,Engineering,86743.99,41.7
13,Charlie,41,Engineering,72973.0,33.6
14,Bob,38,Operations,85647.18,57.8
15,Eve,33,Operations,53380.26,21.8
16,Jack,55,Marketing,79113.19,34.1
17,Eve,31,Finance,32077.36,26.3
