id,name,age,department,salary,working_hours
1,Bob,28,Finance,117656.51,23.6
2,Ivy,34,Operations,82631.38,51.0
3,Diana,31,Engineering,52783.68,50.7
4,Grace,29,Finance,82159.83,33.6
5,Ivy,49,HR,103840.13,20.1
6,Ivy,54,Engineering,41137.51,51.8
7,Grace,33,HR,85357.04,34.2
8,Charlie,59,Sales,94005.65,42.3
9,Charlie,55,HR,93027.79,55.9
10,Grace,41,HR,85564.3,33.2
11,Grace,31,Marketing,91027.56,39.3
12,Frank,23,Finance,38774.45,35.1
13,Alice,50,Operations,50711.22,46.6
14,Frank,29,HR,71679.7,59.7
15,Hank,39,Finance,111464.33,27.9
16,Hank,31,Sales,86271.44,30.6
17,Grace,33,Finance,43343.11,51.4
18,Eve,28,HR,60338.44,55.9
