id,name,age,department,salary,working_hours
1,Bob,55,Finance,59416.31,51.2
2,Jack,47,Operations,43919.5,30.1
3,Bob,36,Finance,114981.92,52.1
4,Jack,39,Finance,65678.38,36.6
5,Grace,35,Finance,57711.15,36.1
6,Frank,28,Engineering,109994.94,53.0
7,Diana,37,HR,85065.24,25.6
8,Hank,22,Marketing,70402.45,45.3
9,Charlie,55,Operations,47320.83,22.6
10,Jack,55,Sales,32985.27,54.8
11,Bob,55,Operations,58524.09,23.0
12,Frank,31,Sales,97946.71,53.6
13,Alice,29,Sales,50605.61,42.4
14,Alice,43,Finance,90070.22,30.2
15,Diana,37,Operations,81903.2,37.1
