id,name,age,department,salary,working_hours
1,Ivy,55,Finance,58922.02,41.0
2,Eve,27,Engineering,99615.2,53.6
3,Diana,46,Engineering,46535.37,22.4
4,Alice,42,Operations,46526.55,45.5
5,Charlie,47,Finance,115880.17,46.7
6,Grace,32,HR,42786.58,24.7
7,Eve,51,Engineering,96277.17,27.9
8,Ivy,31,Engineering,72052.29,23.3
9,Frank,42,Operations,43509.76,52.1
10,Hank,36,Marketing,45840.32,20.3
11,Hank,28,Finance,41659.39,33.3
12,Jack,50,Marketing,61172.09,53.4
13,Alice,32,Finance,117899.52,50.1
14,Alice,23,HR,111843.09,41.7
15,Diana,39,Operations,49556.52,50.6
16,Jack,35,Finance,94618.29,43.3
17,Alice,25,Finance,107652.83,43.7
18,Alice,24,Marketing,65979.2,51.1
