id,name,age,department,salary,working_hours
1,Alice,51,Operations,68510.26,49.0
2,Diana,45,Engineering,69083.35,35.2
3,Bob,52,Marketing,43763.34,39.7
4,Alice,27,HR,109788.66,31.4
5,Frank,45,HR,79225.46,40.0
6,Grace,44,Operations,102432.38,41.9
7,Charlie,47,Engineering,117114.68,23.5
8,Frank,37,Finance,106268.02,37.4
9,Charlie,29,Sales,58191.32,54.8
10,Charlie,54,Finance,110555.52,34.2
11,Alice,30,Marketing,85484.9,53.7
12,Charlie,34,Engineering,93483.64,57.7
13,Eve,54,Operations,56165.95,25.5
