id,name,age,department,salary,working_hours
1,Grace,27,Engineering,72582.46,31.0
2,Ivy,24,Operations,77998.89,41.9
3,Alice,51,Engineering,108435.35,38.3
4,Ivy,29,Marketing,77768.24,39.0
5,Charlie,53,HR,79266.17,26.9
6,Alice,47,Sales,79677.51,55.9
7,Frank,57,Finance,114078.5,56.9
8,Frank,55,Marketing,85517.85,59.7
9,Jack,23,Sales,93652.49,37.7
10,Eve,28,Marketing,57680.26,41.5
11,Jack,41,Finance,79755.84,43.8
12,Diana,33,Engineering,36133.85,58.4
13,Alice,30,Engineering,105963.0,40.8
