id,name,age,department,salary,working_hours
1,Jack,27,Marketing,60873.6,31.7
2,Eve,46,Finance,55137.88,44.6
3,Ivy,34,Sales,33561.15,47.6
4,Frank,22,Engineering,48233.13,32.8
5,Charlie,49,HR,119239.62,25.9
6,Diana,45,HR,90928.48,35.0
7,Ivy,36,Sales,56100.44,25.3
8,Charlie,60,Marketing,54402.46,42.1
9,Bob,54,Engineering,31418.15,46.1
10,Charlie,24,Finance,95840.6,36.9
11,Ivy,56,Sales,75914.1,44.3
12,Charlie,54,Operations,114522.21,46.6
13,Diana,55,Engineering,103874.94,42.0
14,Diana,42,Sales,37973.5,50.9
15,Diana,56,Sales,44547.01,57.1
16,Ivy,33,Engineering,98473.13,27.4
17,Bob,41,Operations,95001.71,53.0
18,Eve,25,Sales,31469.27,54.7
19,Ivy,30,Sales,90377.5,35.5
