id,name,age,department,salary,working_hours
1,Jack,47,Finance,94523.33,44.9
2,Eve,39,Operations,83067.17,51.4
3,Hank,28,Engineering,108786.28,35.1
4,Bob,44,Marketing,54150.78,48.9
5,Diana,40,Engineering,65371.44,21.7
6,Ivy,22,Sales,52360.0,51.8
7,Grace,60,Marketing,83440.56,49.7
8,Frank,57,Sales,59578.95,55.8
9,Ivy,28,Sales,117531.1,23.3
10,Bob,31,Engineering,46123.78,51.8
11,Ivy,29,Sales,102484.46,53.5
12,Eve,41,HR,30746.61,50.2
13,Bob,37,HR,71333.97,48.4
14,Diana,29,Marketing,73161.39,37.6
15,Bob,55,Marketing,76437.42,34.8
16,Alice,50,Finance,105979.66,45.6
