id,name,age,department,salary,working_hours
1,Grace,53,Engineering,70516.81,54.1
2,Jack,33,Finance,38757.87,41.9
3,Hank,32,Finance,52211.6,31.2
4,Bob,30,Finance,116915.63,48.8
5,Charlie,39,Sales,108493.98,30.2
6,Alice,40,Operations,77677.05,23.8
7,Hank,48,Sales,32054.51,47.9
8,Eve,52,Marketing,35503.85,41.9
9,Hank,44,Marketing,32554.54,49.1
10,Ivy,58,Finance,72118.74,33.0
11,Eve,28,Marketing,118947.39,51.3
12,Hank,32,Engineering,67370.23,37.0
13,Alice,43,Engineering,113093.96,38.8
14,Hank,24,Operations,68987.03,43.7
15,Diana,46,Sales,36676.08,54.2
