id,name,age,department,salary,working_hours
1,Ivy,59,Engineering,46607.31,23.9
2,Bob,57,Operations,114669.93,30.6
3,Charlie,51,Engineering,78335.47,28.2
4,Grace,60,Marketing,103882.15,54.2
5,Alice,43,HR,53916.04,31.1
6,Alice,27,Finance,110953.38,57.3
7,Ivy,25,Finance,115505.47,27.9
8,Charlie,46,Sales,99377.28,38.6
9,Charlie,25,HR,62142.72,43.4
10,Diana,32,Sales,103901.04,37.1
11,Frank,29,Operations,61366.78,56.2
12,Alice,49,Operations,55117.16,51.0
13,Diana,58,Sales,78221.92,37.8
14,Diana,41,Finance,112301.96,25.8
15,Frank,32,Engineering,44123.16,34.8
16,Charlie,29,HR,94576.34,36.5
17,Eve,23,Operations,98428.76,40.1
18,Grace,50,Finance,84964.09,23.7
19,Jack,48,Operations,38230.31,59.2
