id,name,age,department,salary,working_hours
1,Charlie,45,Marketing,59352.66,38.9
2,Frank,48,Engineering,54138.18,44.2
3,Bob,28,Operations,104477.86,34.7
4,Ivy,51,Operations,104598.91,29.1
5,Grace,29,Sales,89267.18,42.8
6,Bob,24,Sales,116970.88,28.5
7,Jack,58,Sales,40748.86,28.8
8,Diana,22,Engineering,32521.31,28.9
9,Frank,54,Engineering,100357.71,28.5
10,Alice,55,Finance,99380.38,51.0
11,Jack,52,Operations,76168.02,49.5
12,Jack,31,Operations,83655.22,34.6
13,Diana,59,Finance,47780.37,46.4
14,Eve,51,Operations,72612.48,26.8
15,Charlie,34,Sales,55660.24,45.8
16,Frank,43,Sales,106798.95,24.6
17,Diana,37,Sales,61439.15,33.1
18,Bob,47,Sales,110157.69,39.6
