id,name,age,department,salary,working_hours
1,Frank,34,Marketing,60004.08,56.1
2,Bob,26,Operations,87882.14,57.3
3,Ivy,42,Engineering,94243.46,51.8
4,Diana,43,HR,76989.85,34.3
5,Hank,28,HR,46189.12,55.1
6,Ivy,51,Operations,46291.37,41.3
7,Diana,40,Sales,45648.58,59.9
8,Alice,27,Engineering,97927.57,45.8
9,Ivy,30,Engineering,32355.2,50.5
10,Frank,56,Sales,47035.4,34.6
11,Eve,31,Finance,105261.96,42.6
12,Bob,37,Marketing,81515.68,24.6
13,Bob,41,Sales,95476.11,27.9
14,Bob,49,Engineering,75792.92,48.5
15,Bob,23,Operations,76793.57,46.8
16,Eve,36,Finance,78917.98,44.6
17,Diana,54,HR,94781.45,23.2
18,Ivy,22,Marketing,75602.82,45.7
