id,name,age,department,salary,working_hours
1,Alice,42,Operations,98883.55,39.7
2,Hank,38,Marketing,60162.63,51.3
3,Eve,50,Operations,94174.99,55.6
4,Bob,43,Operations,57429.15,34.2
5,Jack,43,Marketing,112983.18,58.4
6,Grace,32,Sales,45114.78,32.1
7,Frank,26,Operations,68821.54,57.1
8,Eve,27,Finance,114091.62,51.1
9,Diana,51,Sales,79028.68,21.8
10,Hank,53,Finance,114596.46,53.2
11,Jack,40,Finance,43091.09,41.9
12,Bob,47,Engineering,111403.01,47.9
13,Frank,41,HR,73119.49,43.2
14,Grace,41,HR,41234.3,42.4
15,Grace,29,Marketing,119613.04,42.5
16,Charlie,26,Engineering,42565.01,22.0
17,Hank,34,Operations,112666.6,26.1
