id,name,age,department,salary,working_hours
1,Alice,24,Sales,114020.8,27.6
2,Hank,57,Operations,102491.6,29.0
3,Bob,34,Sales,90008.28,30.1
4,Alice,53,Finance,90452.39,21.5
5,Charlie,29,Sales,99790.01,37.0
6,Eve,36,Engineering,52063.5,54.7
7,Diana,60,Finance,60573.25,46.9
8,Frank,54,Marketing,96851.76,23.4
9,Jack,49,Marketing,32109.86,41.1
10,Diana,45,Engineering,61134.58,54.9
11,Grace,50,Operations,91047.27,48.8
12,Bob,59,Finance,32097.49,34.1
13,Diana,43,HR,71476.63,59.2
14,Eve,55,Engineering,36929.21,49.3
15,Diana,36,Operations,85960.11,52.5
16,Jack,31,Marketing,37967.24,40.0
17,Bob,44,Finance,100644.81,49.1
18,Jack,41,Engineering,89935.72,41.0
19,Hank,44,Finance,114815.76,27.7
20,Ivy,45,Sales,59597.08,56.6
