id,name,age,department,salary,working_hours
1,Ivy,28,Finance,49961.76,35.8
2,Ivy,43,Engineering,76459.64,54.3
3,Charlie,43,Operations,90842.93,49.4
4,Diana,27,Engineering,114866.32,28.3
5,Bob,32,Sales,69036.22,50.8
6,Diana,31,Operations,98034.8,55.0
7,Eve,42,Finance,71722.9,47.0
8,Frank,28,Finance,110979.85,31.7
9,Alice,55,Sales,91040.14,27.1
10,Diana,52,Marketing,112188.9,46.4
11,Charlie,29,Engineering,115366.84,59.8
12,Frank,57,Engineering,98692.67,54.3
13,Bob,30,Marketing,67713.46,40.3
14,Alice,47,Marketing,31935.57,36.4
15,Eve,24,Operations,76040.57,20.5
16,Charlie,54,Sales,47019.96,28.8
17,Ivy,56,Marketing,92633.68,41.1
