id,name,age,department,salary,working_hours
1,Hank,59,Sales,87363.29,29.8
2,Hank,44,Sales,42243.06,24.6
3,Charlie,27,Marketing,40944.12,51.5
4,Hank,38,HR,81548.68,50.2
5,Charlie,32,Sales,62420.9,44.2
6,Ivy,44,Operations,73026.81,26.2
7,Ivy,43,HR,108899.86,28.9
8,Bob,23,Finance,36666.41,55.1
9,Eve,23,Engineering,54120.29,21.3
10,Frank,60,Finance,92098.01,52.8
11,Frank,34,Marketing,58071.66,50.9
12,Charlie,42,Sales,31638.93,43.4
13,Hank,37,Finance,70522.93,38.1
14,Charlie,41,Engineering,52197.41,36.0
15,Diana,44,Operations,52958.73,39.9
16,Eve,26,Finance,78958.59,40.0
17,Ivy,31,Sales,73069.75,37.8
