id,name,age,department,salary,working_hours
1,Jack,58,Engineering,45792.72,51.2
2,Frank,51,Sales,93334.99,22.8
3,Diana,25,Operations,67310.67,38.8
4,Frank,57,Engineering,58721.97,42.0
5,Charlie,34,HR,73806.17,38.8
6,Jack,31,HR,78086.88,24.2
7,Hank,32,Finance,101864.63,42.2
8,Hank,56,Engineering,89496.35,28.9
9,Alice,33,Sales,58127.82,52.6
10,Jack,40,Marketing,101802.65,38.9
11,Hank,42,Operations,101322.74,31.1
12,Bob,58,HR,54144.41,54.5
13,Diana,56,Marketing,48993.99,57.6
14,Alice,57,Marketing,41536.24,55.6
15,Grace,27,Operations,61358.71,49.3
16,Hank,31,Sales,96478.59,32.0
17,Alice,51,Operations,73440.54,29.6
18,Grace,22,Sales,58656.63,58.2
