id,name,age,department,salary,working_hours
1,Eve,49,HR,56890.11,20.6
2,Hank,22,Finance,101942.46,39.1
3,Jack,25,Sales,64706.4,37.1
4,Hank,26,Engineering,57401.0,47.3
5,Bob,56,Finance,108586.6,44.9
6,Eve,51,HR,69602.02,35.7
7,Diana,30,Sales,45921.85,55.8
8,Bob,59,Finance,50190.71,37.8
9,Eve,48,Marketing,115544.24,30.0
10,Grace,36,Marketing,59183.65,41.2
11,Charlie,31,HR,32732.61,57.2
12,Bob,24,Operations,42004.63,26.1
13,Diana,40,Marketing,109292.57,56.1
14,Jack,60,Operations,58864.34,25.7
15,Jack,43,Operations,86768.41,32.6
16,Charlie,32,Operations,88771.08,59.6
17,Frank,47,Marketing,52431.16,23.6
18,Frank,42,Operations,49353.07,55.6
19,Jack,34,Sales,58754.51,28.8
20,Diana,55,Finance,82066.09,46.1
