id,name,age,department,salary,working_hours
1,Charlie,40,Sales,87151.76,46.8
2,Ivy,31,Engineering,100519.59,59.3
3,Alice,53,Marketing,94178.38,42.3
4,Frank,50,Sales,49532.08,23.5
5,Alice,33,HR,42165.88,48.4
6,Alice,22,Finance,98901.86,56.0
7,Diana,29,Marketing,102592.7,49.3
8,Eve,31,Marketing,56425.77,56.4
9,Ivy,40,Operations,44280.63,50.0
10,Bob,41,Finance,68233.43,22.7
11,Alice,44,Engineering,84088.49,58.4
12,Grace,28,Finance,58744.72,51.7
13,Frank,55,Sales,37202.78,48.2
14,Charlie,38,Sales,35875.94,23.0
