id,name,age,department,salary,working_hours
1,Bob,45,Finance,112168.12,52.3
2,Grace,39,HR,47817.87,49.7
3,Alice,40,Sales,85750.83,51.9
4,Bob,46,Engineering,79150.76,33.4
5,Jack,35,Finance,71057.97,42.7
6,Bob,36,HR,103272.21,48.3
7,Eve,41,Finance,42816.44,28.4
8,Eve,48,Marketing,78299.36,42.8
9,Bob,49,Finance,62346.08,43.6
10,Ivy,31,HR,115755.85,41.2
11,Diana,41,Engineering,50875.37,33.7
12,Diana,55,Finance,44685.04,24.3
13,Charlie,44,Engineering,89158.67,33.0
14,Charlie,59,Marketing,38075.11,57.9
15,Alice,36,HR,118097.22,40.9
16,Charlie,46,Finance,90166.14,41.8
17,Bob,31,Finance,47744.06,34.4
18,Alice,58,HR,82795.37,58.6
19,Bob,40,Operations,42354.85,23.9
