id,name,age,department,salary,working_hours
1,Charlie,30,Sales,70154.44,33.6
2,Grace,23,Marketing,44192.44,25.8
3,Diana,33,Finance,34580.93,48.7
4,Frank,46,Operations,75040.93,46.5
5,Frank,43,Engineering,39426.53,58.2
6,Grace,60,Finance,76852.52,38.9
7,Hank,59,Marketing,30933.63,24.8
8,Bob,38,Operations,63377.75,37.2
9,Ivy,22,Engineering,105966.93,52.6
10,Hank,25,Engineering,93063.99,57.4
11,Ivy,37,Engineering,49407.76,36.5
12,Ivy,59,Operations,31133.15,42.9
13,Eve,32,Marketing,47763.36,39.2
14,Alice,56,Operations,41308.44,24.5
15,Ivy,60,Sales,46282.49,38.2
16,Charlie,28,Engineering,72426.24,38.0
17,Hank,35,HR,35621.9,25.3
18,Eve,33,Operations,38233.24,44.3
19,Diana,39,Finance,63285.42,53.8
20,Frank,55,Engineering,38971.74,41.6
