id,name,age,department,salary,working_hours
1,Bob,47,Sales,111104.73,58.6
2,Alice,38,HR,88072.5,31.6
3,Hank,45,Engineering,75197.29,49.1
4,Ivy,39,Operations,37289.17,46.5
5,Hank,43,Finance,76054.94,59.6
6,Jack,56,Marketing,77561.62,46.1
7,Diana,38,Engineering,58461.62,25.6
8,Bob,48,HR,48879.96,59.2
9,Diana,29,Operations,81634.18,53.6
10,Charlie,48,Marketing,37363.54,56.4
11,Charlie,53,Engineering,59785.11,34.0
12,Ivy,32,Marketing,71665.59,22.2
13,Bob,22,Marketing,46987.41,27.0
14,Diana,27,Engineering,119210.96,36.2
15,Frank,48,Operations,84200.68,40.7
16,Jack,29,Operations,106764.8,21.9
17,Alice,55,HR,90522.96,39.7
18,Charlie,49,Engineering,37987.95,53.6
