id,name,age,department,salary,working_hours
1,Jack,33,Operations,36198.91,42.6
2,Alice,24,HR,63832.72,58.0
3,Eve,47,Finance,62378.97,24.1
4,Grace,52,Operations,71900.55,58.1
5,Bob,46,Operations,76560.48,51.8
6,Charlie,42,Marketing,84186.94,30.1
7,Grace,50,Engineering,60026.05,56.4
8,Alice,29,Marketing,68352.31,33.9
9,Frank,38,Engineering,96365.47,30.8
10,Hank,41,HR,49913.97,41.9
11,Eve,30,Operations,95991.35,27.6
12,Frank,38,Sales,89695.58,38.5
13,Charlie,26,HR,52878.99,48.7
14,Grace,58,Finance,91993.37,33.4
15,Charlie,52,HR,65339.52,26.9
16,Grace,25,Engineering,36356.81,27.2
17,Bob,35,Operations,45243.53,53.5
18,Alice,60,HR,43071.05,45.0
19,Ivy,30,Sales,67937.48,44.8
20,Eve,27,Sales,58030.4,51.1
