id,name,age,department,salary,working_hours
1,Frank,35,Engineering,60343.06,30.4
2,Hank,48,Sales,56073.65,56.0
3,Eve,31,Sales,105964.68,45.8
4,Alice,41,Marketing,63070.02,51.8
5,Grace,29,Marketing,46613.32,28.5
6,Frank,35,Finance,49043.92,55.4
7,Bob,57,Engineering,100654.46,55.6
8,Alice,39,Marketing,30287.63,47.1
9,Frank,53,Marketing,65710.53,48.2
10,Jack,48,Operations,90823.68,20.7
11,Charlie,37,Sales,75701.5,27.4
12,Diana,56,Finance,110325.1,26.3
13,Jack,28,Finance,90062.87,35.5
14,Eve,52,HR,77601.64,41.9
15,Ivy,33,Operations,53520.54,35.6
