id,name,age,department,salary,working_hours
1,Alice,59,Operations,41371.55,59.4
2,Eve,60,Finance,62434.44,40.6
3,Hank,48,HR,112586.69,50.2
4,Hank,46,Sales,96957.4,26.9
5,Alice,53,Operations,77820.61,51.5
6,Frank,59,Marketing,110456.23,37.8
7,Bob,26,Operations,102386.39,29.2
8,Diana,43,Sales,48167.55,43.5
9,Diana,38,Marketing,36729.55,22.8
10,Alice,34,Sales,111647.67,56.4
11,Jack,28,Sales,77448.95,37.7
12,Jack,34,Finance,98337.16,33.8
13,Eve,52,Engineering,44825.04,33.3
14,Frank,28,Marketing,115279.35,57.4
15,Charlie,50,Marketing,91008.4,23.0
