id,name,age,department,salary,working_hours
1,Diana,32,Marketing,73505.15,38.0
2,Alice,27,Engineering,75987.68,33.7
3,Jack,34,HR,33542.69,49.6
4,Bob,58,Sales,109215.05,42.9
5,Hank,43,Operations,61429.38,52.7
6,Grace,33,Sales,48298.51,24.0
7,Charlie,39,HR,56530.91,48.2
8,Ivy,42,HR,49743.59,47.1
9,Grace,45,Operations,40862.11,34.2
10,Charlie,57,Sales,103131.24,32.3
11,Frank,55,Engineering,59591.87,56.9
12,Eve,42,Marketing,100763.91,47.7
13,Frank,32,Sales,31274.22,55.2
14,Frank,52,Finance,104736.23,57.1
15,Hank,47,Engineering,96955.44,22.1
16,Bob,36,Finance,101561.09,24.9
17,Bob,34,Marketing,119325.52,44.0
