id,name,age,department,salary,working_hours
1,Bob,23,HR,59468.29,33.9
2,Grace,26,Sales,42088.89,42.8
3,Eve,25,Operations,118599.83,39.7
4,Frank,31,Engineering,59766.97,32.7
5,Diana,26,Operations,53245.31,44.4
6,Eve,57,Finance,67150.17,37.7
7,Bob,44,HR,46447.65,39.7
8,Charlie,42,Marketing,67010.71,46.3
9,Eve,52,Engineering,102207.93,33.9
10,Ivy,26,Operations,108571.25,34.7
11,Grace,60,HR,91374.11,59.2
12,Ivy,55,HR,39193.66,28.7
13,Jack,24,Operations,71467.17,31.0
14,Grace,52,Engineering,46196.99,55.8
15,Charlie,32,Sales,90344.63,30.6
