id,name,age,department,salary,working_hours
1,Hank,40,Operations,57016.0,36.9
2,Jack,25,Finance,35154.93,32.2
3,Hank,40,Operations,99491.7,46.9
4,Eve,57,Operations,81251.66,27.4
5,Jack,56,HR,83016.49,53.6
6,Diana,59,Finance,77513.6,27.1
7,Hank,44,Finance,98270.06,56.0
8,Ivy,27,HR,91475.68,26.9
9,Diana,59,HR,98693.98,46.8
10,Diana,56,Engineering,104681.02,35.9
11,Frank,24,Operations,91630.3,49.7
12,Diana,48,Operations,37988.4,39.9
13,Alice,23,Operations,39992.81,50.8
14,Hank,25,Operations,70529.01,26.2
15,Bob,44,Sales,95155.89,41.0
16,Eve,31,Finance,106104.65,42.7
17,Frank,44,HR,45275.64,33.7
18,Charlie,42,Marketing,78897.47,48.1
19,Diana,45,Engineering,46030.3,52.1
20,Ivy,35,Operations,78468.03,26.8
