id,name,age,department,salary,working_hours
1,Ivy,54,Operations,38009.93,57.5
2,Jack,34,Operations,32166.22,33.6
3,Frank,45,Engineering,66155.78,42.2
4,Alice,47,Marketing,39273.37,39.9
5,Grace,26,Sales,91893.32,54.0
6,Hank,59,Marketing,80303.33,23.9
7,Frank,58,Engineering,91606.34,60.0
8,Hank,23,Engineering,104817.37,31.9
9,Eve,22,Finance,30095.82,43.5
10,Diana,57,HR,65590.45,28.1
11,Alice,28,Finance,33002.59,43.5
12,Alice,35,Finance,75308.24,41.4
13,Frank,24,Marketing,97631.19,56.8
