id,name,age,department,salary,working_hours
1,Frank,51,Sales,102576.63,48.3
2,Frank,29,Finance,113305.76,23.1
3,Hank,38,Sales,60463.14,33.4
4,Jack,50,HR,53447.76,59.6
5,Grace,48,Sales,104859.33,47.6
6,Alice,33,Operations,63528.63,23.0
7,Grace,25,Marketing,98036.07,50.1
8,Ivy,48,Sales,104470.48,49.5
9,Diana,49,Finance,82507.13,32.4
10,Bob,50,Engineering,106837.31,54.0
11,Jack,28,Sales,100669.03,55.8
12,Jack,53,Marketing,77724.77,55.7
13,Hank,22,HR,114962.35,36.0
14,Diana,57,Operations,55533.59,41.2
15,Frank,42,Engineering,74431.14,55.3
16,Jack,26,Finance,72675.1,41.8
