id,name,age,department,salary,working_hours
1,Frank,23,HR,32574.92,51.1
2,Charlie,45,Marketing,32456.21,59.2
3,Grace,41,Engineering,92378.13,43.5
4,Hank,36,Finance,60937.6,31.0
5,Bob,31,Operations,82819.34,32.3
6,Jack,53,Sales,87913.29,47.9
7,Diana,54,Operations,45137.25,49.1
8,Eve,38,Sales,112258.49,27.5
9,Jack,46,HR,39432.03,56.5
10,Jack,60,Marketing,83079.27,24.1
11,Grace,36,Finance,46886.36,34.3
12,Eve,41,Finance,51113.46,51.4
13,Diana,37,Finance,109148.71,54.2
14,Charlie,54,Finance,44001.06,46.5
15,Diana,49,Sales,86169.9,32.9
16,Hank,22,HR,51695.5,43.9
