id,name,age,department,salary,working_hours
1,Grace,31,Marketing,46423.98,30.7
2,Diana,42,Sales,45125.9,24.1
3,Ivy,58,HR,100410.71,44.6
4,Hank,51,Operations,79874.62,48.7
5,Frank,37,Marketing,86081.33,33.7
6,Bob,60,Marketing,46773.42,25.3
7,Charlie,47,Operations,39810.65,25.0
8,Hank,57,HR,111135.34,32.0
9,Alice,38,HR,107340.56,34.3
10,Jack,26,Finance,98333.25,39.3
11,Frank,48,Finance,54189.03,59.7
12,Eve,38,Marketing,105909.88,59.9
13,Hank,38,Engineering,76606.24,21.8
14,Charlie,38,Operations,112208.49,22.7
15,Eve,57,Engineering,93165.5,30.4
16,Grace,33,Sales,114621.98,42.3
17,Grace,40,Marketing,116227.25,57.5
