id,name,age,department,salary,working_hours
1,Frank,44,Finance,83737.92,48.1
2,Jack,53,Engineering,76344.3,39.5
3,Charlie,26,Operations,71842.58,26.8
4,Frank,34,Marketing,55908.5,44.8
5,Frank,38,HR,45811.85,25.0
6,Ivy,58,Engineering,116518.7,48.7
7,Jack,43,Operations,66674.53,55.1
8,Ivy,33,Operations,81008.42,24.4
9,Eve,38,Operations,115706.39,28.7
10,Ivy,29,Marketing,71869.33,32.0
11,Alice,47,Finance,46494.94,24.1
12,Alice,56,Operations,88191.42,23.4
13,Bob,33,Operations,92154.66,56.8
14,Ivy,23,Marketing,32884.13,54.5
15,Hank,52,Engineering,62591.38,39.0
16,Charlie,51,Marketing,37971.56,51.3
17,Charlie,48,Finance,49532.79,44.0
18,Jack,22,Marketing,35680.4,36.5
19,Hank,24,Sales,114560.82,25.0
20,Ivy,49,Finance,79996.9,34.5
