id,name,age,department,salary,working_hours
1,Grace,22,Sales,77493.66,33.3
2,Jack,25,Finance,37529.52,51.8
3,Charlie,48,Finance,107635.88,52.4
4,Charlie,25,Sales,49038.71,28.3
5,Jack,39,HR,46526.66,40.0
6,Grace,36,Sales,119751.77,32.6
7,Frank,32,HR,102685.14,59.7
8,Eve,24,HR,67652.85,31.8
9,Hank,51,Marketing,56547.89,53.4
10,Diana,48,Sales,63605.15,22.3
11,Eve,27,Finance,96990.92,57.8
12,Ivy,25,Finance,102845.8,55.3
13,Alice,28,Marketing,100891.62,22.2
14,Frank,41,HR,60733.75,37.6
15,Eve,40,Marketing,63633.28,22.7
16,Alice,38,Finance,89930.92,51.4
