id,name,age,department,salary,working_hours
1,Charlie,27,Finance,37339.25,39.4
2,Grace,37,Engineering,64727.2,35.9
3,Diana,40,HR,112747.38,55.8
4,Frank,59,HR,76245.52,58.9
5,Ivy,52,Operations,84691.25,52.4
6,Jack,49,Marketing,56842.98,27.5
7,Grace,30,Marketing,92039.05,41.3
8,Frank,44,Operations,90152.01,35.1
9,Charlie,50,Marketing,106807.19,21.7
10,Hank,41,Finance,100798.13,58.4
11,Eve,50,Engineering,114027.25,47.5
12,Charlie,60,Sales,64381.83,32.2
13,Eve,55,Operations,72227.15,51.7
14,Charlie,42,HR,94909.07,54.5
15,Ivy,57,HR,111177.17,24.5
16,Diana,37,Sales,36460.31,54.7
17,Grace,38,Finance,59015.82,41.9
18,Diana,44,Engineering,66861.71,33.9
