id,name,age,department,salary,working_hours
1,Ivy,52,HR,37371.28,58.4
2,Eve,46,Finance,101661.76,35.2
3,Grace,27,Operations,46188.01,43.7
4,Bob,28,Finance,50738.29,33.2
5,Grace,23,Finance,43833.77,27.0
6,Jack,53,Sales,35765.04,44.4
7,Bob,58,HR,60316.45,20.2
8,Grace,56,Finance,101594.45,40.8
9,Frank,58,Finance,84690.18,33.4
10,Alice,41,Finance,109381.42,43.3
11,Bob,60,Engineering,69535.09,34.5
12,Frank,24,HR,116389.63,52.6
13,Frank,26,Operations,98050.51,43.7
14,Frank,36,Finance,46876.49,29.7
15,Diana,33,Engineering,68071.42,25.1
16,Bob,59,Marketing,53872.67,46.3
17,Bob,31,Finance,82414.73,41.7
