id,name,age,department,salary,working_hours
1,Ivy,52,Marketing,54699.49,33.0
2,Bob,36,Operations,46894.11,49.3
3,Jack,33,Finance,52373.78,36.5
4,Charlie,35,Engineering,31053.17,20.1
5,Bob,48,HR,32406.64,49.7
6,Jack,22,Engineering,103502.14,48.9
7,Hank,59,Finance,42897.11,22.2
8,Ivy,22,Operations,32492.22,52.0
9,Diana,48,Engineering,114121.64,26.9
10,Ivy,45,Marketing,34062.15,42.4
11,Frank,53,Engineering,103485.92,52.5
12,Diana,53,Marketing,51519.96,32.3
13,Bob,38,Finance,84920.41,50.1
14,Grace,33,HR,101116.13,49.9
15,Ivy,39,Sales,48807.67,31.5
16,Ivy,28,Marketing,52873.57,57.4
17,Diana,23,Finance,85437.1,49.2
18,Jack,57,Engineering,54129.91,37.6
19,Eve,59,Marketing,35388.22,20.7
