id,name,age,department,salary,working_hours
1,Frank,59,Engineering,113801.1,33.8
2,Jack,55,Sales,63197.08,20.6
3,Ivy,55,HR,38121.92,26.5
4,Jack,58,Marketing,72278.22,30.9
5,Jack,45,Sales,37686.28,25.7
6,Diana,60,Sales,106767.06,40.9
7,Jack,57,Sales,32214.11,23.7
8,Diana,36,Sales,108463.71,36.1
9,Ivy,57,Sales,31610.05,38.5
10,Charlie,36,HR,42651.7,33.2
11,Alice,49,Engineering,63862.96,43.8
12,Jack,32,Finance,41552.97,41.3
13,Diana,49,Finance,41048.21,32.5
14,Hank,57,Marketing,109170.61,59.6
15,Eve,24,Sales,67664.56,32.5
16,Hank,35,HR,76909.22,24.8
17,Eve,56,Engineering,41951.8,28.2
18,Eve,48,Operations,66612.96,54.4
19,Ivy,45,Finance,118142.93,31.7
20,Eve,25,Sales,47810.43,47.2
