id,name,age,department,salary,working_hours
1,Charlie,53,Engineering,91249.45,44.1
2,Bob,46,Sales,46617.74,45.6
3,Diana,22,HR,116048.88,28.6
4,Diana,60,Sales,116100.62,21.5
5,Bob,45,Operations,97960.82,21.8
6,Diana,60,HR,75222.12,27.2
7,Frank,32,HR,42571.35,58.0
8,Alice,47,HR,55623.66,28.8
9,Charlie,53,Sales,100237.84,40.2
10,Hank,22,HR,59451.08,42.4
11,Grace,32,HR,57469.53,42.3
12,Bob,43,HR,80001.38,22.8
13,Jack,32,Marketing,54571.87,55.6
14,Diana,33,Finance,65785.93,51.8
15,Frank,38,Engineering,100623.26,33.4
16,Frank,54,HR,112016.06,37.2
17,Jack,39,Engineering,84518.71,46.2
18,Grace,60,Finance,109987.1,33.4
