id,name,age,department,salary,working_hours
1,Jack,22,Sales,78707.14,32.9
2,Grace,24,Sales,117352.34,56.9
3,Diana,28,Finance,57132.01,38.7
4,Jack,51,Marketing,88058.68,26.9
5,Charlie,54,Operations,119301.1,42.0
6,Frank,59,Sales,89361.95,30.7
7,Jack,46,Engineering,99638.25,53.9
8,Ivy,35,Engineering,82239.06,48.2
9,Hank,51,Marketing,71100.33,23.1
10,Jack,39,Sales,85265.47,41.4
11,Frank,23,HR,118729.25,56.6
12,Charlie,60,Engineering,74633.08,40.1
13,Charlie,33,HR,46881.5,27.5
14,Grace,52,Engineering,51102.07,43.9
15,Ivy,44,Engineering,98230.7,53.2
16,Charlie,51,HR,32603.32,38.1
17,Alice,46,HR,86938.76,28.7
18,Ivy,27,Sales,49604.79,32.7
19,Hank,46,HR,113214.27,58.3
20,Grace,24,Sales,97161.35,36.6
