id,name,age,department,salary,working_hours
1,Charlie,46,Sales,115477.24,41.1
2,Bob,27,Marketing,74264.18,55.2
3,Hank,60,Sales,98211.28,25.3
4,Frank,43,Operations,70940.48,30.3
5,Jack,23,HR,69640.56,20.7
6,Hank,51,Marketing,72689.02,41.1
7,Eve,41,Marketing,92551.62,24.7
8,Jack,42,Operations,45600.47,31.8
9,Charlie,60,Marketing,106329.91,37.2
10,Ivy,31,Sales,34909.87,32.5
11,Alice,59,Marketing,35482.4,33.3
12,Eve,35,Operations,61528.65,36.1
13,Frank,26,Engineering,51468.32,43.4
14,Alice,36,Finance,45426.3,39.5
15,Grace,55,HR,102366.56,47.6
16,Alice,45,HR,50156.41,32.0
17,Hank,55,HR,46728.12,29.3
18,Jack,39,Sales,49500.67,58.9
19,Bob,31,HR,106090.87,37.8
20,Bob,36,Operations,53850.41,35.9
