id,name,age,department,salary,working_hours
1,Eve,35,Marketing,68415.9,50.3
2,Eve,44,Finance,94211.16,41.9
3,Charlie,59,HR,77298.96,48.4
4,Grace,48,HR,60598.23,33.6
5,Alice,46,Engineering,94895.06,25.5
6,Charlie,46,HR,44683.46,28.6
7,Ivy,28,Finance,49972.91,40.0
8,Grace,57,Finance,107899.19,37.2
9,Bob,24,Finance,37066.51,59.2
10,Bob,27,Sales,97252.97,20.2
11,Frank,53,HR,118776.03,25.3
12,Grace,34,Sales,85321.34,56.4
13,Eve,28,Finance,38564.92,41.8
14,Ivy,27,HR,112560.47,33.1
15,Frank,46,Marketing,119980.99,45.4
16,Hank,53,Finance,116153.19,37.7
17,Hank,50,Engineering,116917.63,25.4
18,Frank,43,Finance,44166.73,52.9
19,Bob,42,Engineering,41462.96,29.0
