id,name,age,department,salary,working_hours
1,Grace,46,HR,75296.44,30.7
2,Eve,53,Engineering,100699.82,48.0
3,Jack,31,Operations,68288.38,22.8
4,Hank,38,Operations,56485.7,38.9
5,Diana,50,Sales,82706.33,42.1
6,Grace,26,HR,36165.61,56.7
7,Alice,51,Finance,52214.72,28.7
8,Diana,41,Finance,86365.14,37.5
9,Hank,53,Operations,60833.96,30.5
10,Jack,40,Marketing,103966.72,28.1
11,Eve,54,Marketing,59361.93,24.1
12,Alice,46,HR,74149.89,34.6
13,Hank,27,HR,83189.03,49.5
14,Bob,57,Engineering,63024.07,50.5
15,Jack,29,Sales,119026.12,35.7
16,Ivy,46,Finance,71039.7,45.6
17,Hank,36,Operations,103540.13,48.8
18,Ivy,36,Operations,84251.1,28.8
19,Frank,52,Marketing,79378.28,34.8
20,Diana,42,HR,71041.69,42.5
