id,name,age,department,salary,working_hours
1,Diana,42,Operations,68351.62,53.1
2,Diana,52,Operations,47446.26,46.3
3,Hank,44,HR,43635.87,35.8
4,Eve,43,Finance,62490.99,46.3
5,Hank,54,HR,38885.84,31.1
6,Bob,34,Operations,94771.08,47.6
7,Charlie,38,Sales,96987.37,42.4
8,Bob,29,Engineering,86641.54,47.2
9,Hank,30,Engineering,66288.52,24.8
10,Diana,42,Finance,80672.7,48.6
11,Alice,49,Sales,77335.63,43.5
12,Charlie,56,Engineering,93024.08,44.8
13,Hank,60,Marketing,96291.45,23.5
14,Charlie,33,Sales,49207.66,51.7
15,Diana,23,Engineering,42157.05,31.6
16,Eve,57,Operations,47484.08,30.5
17,Grace,34,Sales,49537.27,41.3
